callsign,contour_type,area,filename,lat,lon,frequency,power,region,state,city,owner
KUMA,day_0.5,2.213589499471709,KUMA_0.5_D_as1.kml,45.6736111111111,-118.746666666667,1290.0,5.0,Pacific Northwest,OR,PENDLETON,"EMG2, LLC"
KVJY,night_2,4.612725299375597,KVJY_2_N_as1.kml,26.3166666666667,-98.1044444444444,840.0,1.0,Gulf Coast,TX,PHARR,"DAIJ MEDIA, LLC"
WSTL,day_2,0.342336158035323,WSTL_2_D_as1.kml,41.8208333333333,-71.3852777777778,1220.0,0.166,Northeast,RI,PROVIDENCE,"Diaz Holdings, LLC"
KGFF,night_2,0.4639351641526446,KGFF_2_N_as1.kml,35.3528611111111,-96.8778055555556,1450.0,1.0,Plains,OK,SHAWNEE,CITIZEN POTAWATOMI NATION
WSAU,night_2,3.2580211975146085,WSAU_2_N_as1.kml,44.8571944444444,-89.5870555555556,550.0,15.0,Great Lakes,WI,WAUSAU,"WRIG, INC."
KATD,day_0.5,10.721189227653667,KATD_0.5_D_as1.kml,38.5047222222222,-121.18,990.0,10.0,California,CA,PITTSBURG,"WAY BROADCASTING LICENSEE, LLC"
WIXK,night_2,0.26513302396051586,WIXK_2_N_as1.kml,45.0860833333333,-92.5721388888889,1590.0,0.095,Great Lakes,WI,NEW RICHMOND,"HMONG RADIO BROADCAST, LLC"
WING,night_2,0.7282327491557226,WING_2_N_as1.kml,39.6822222222222,-84.1591666666667,1410.0,5.0,Great Lakes,OH,DAYTON,Alpha Media Licensee LLC
KSDP,night_2,5.835554545046762,KSDP_2_N_as1.kml,55.3494444444444,-160.472555555556,830.0,1.0,Alaska,AK,SAND POINT,"ALEUTIAN PENINSULA BROADCASTING, INC"
WINA,day_0.5,0.7749726329930127,WINA_0.5_D_as1.kml,38.08875,-78.5061111111111,1070.0,5.0,Mid-Atlantic,VA,CHARLOTTESVILLE,"TIDEWATER COMMUNICATIONS, LLC"
KART,night_2,0.3912841669516638,KART_2_N_as3.kml,42.7308333333333,-114.538055555556,1400.0,1.0,Rockies,ID,JEROME,"LEE FAMILY BROADCASTING, INC."
KOWL,day_2,0.12054282845929265,KOWL_2_D_as3.kml,38.9427777777778,-119.956944444444,1490.0,1.0,California,CA,SOUTH LAKE TAHOE,"Rothschild Broadcasting, LLC"
WMEQ,day_0.5,3.881714417017065,WMEQ_0.5_D_as1.kml,44.8455277777778,-91.846,880.0,10.0,Great Lakes,WI,MENOMONIE,"IHM LICENSES, LLC"
WRUS,day_2,1.144126468570903,WRUS_2_D_as1.kml,36.8444722222222,-86.9225,610.0,1.8,Mid-South,KY,RUSSELLVILLE,LOGAN RADIO INCORPORATED
WCDS,day_2,0.13439337827730924,WCDS_2_D_as1.kml,37.0047777777778,-85.9408055555556,1230.0,0.75,Mid-South,KY,GLASGOW,"NEWBERRY BROADCASTING, INC."
KXRO,day_2,1.5325986654497683,KXRO_2_D_as1.kml,46.9573055555556,-123.810722222222,1320.0,5.0,Pacific Northwest,WA,ABERDEEN,Alpha Media Licensee LLC
WXEW,day_0.5,38.40376259171171,WXEW_0.5_D_as1.kml,18.0494444444444,-65.8686111111111,840.0,5.0,Unknown,PR,YABUCOA,"WXEW RADIO VICTORIA, INC."
WAMD,night_2,0.16084164008498192,WAMD_2_N_as1.kml,39.5097222222222,-76.1938888888889,970.0,0.3,Mid-Atlantic,MD,ABERDEEN,"SWEET TEA RADIO, LLC"
WSSV,day_0.5,1.1011591757414863,WSSV_0.5_D_as1.kml,42.9200833333333,-73.7017777777778,1160.0,5.0,Northeast,NY,MECHANICVILLE,Loud Media LLC
WWXL,day_2,0.04974152019713074,WWXL_2_D_as3.kml,37.151111111111106,-83.7625,1450.0,1.0,Mid-South,KY,MANCHESTER,CHOICE RADIO CORPORATION
WONW,night_2,0.3370481834281236,WONW_2_N_as1.kml,41.27888888888889,-84.3972222222222,1280.0,0.5,Great Lakes,OH,DEFIANCE,"IHM LICENSES, LLC"
KLTC,day_0.5,1.794917649589479,KLTC_0.5_D_as1.kml,46.848888888888894,-102.830166666667,1460.0,0.77,Upper Midwest,ND,DICKINSON,"IHM LICENSES, LLC"
KABI,night_2,0.4140389400999993,KABI_2_N_as1.kml,38.9294444444444,-97.2464166666667,1560.0,0.25,Plains,KS,ABILENE,"MERIDIAN MEDIA, LLC"
KLRG,day_2,1.9391377702122554,KLRG_2_D_as1.kml,34.3058333333333,-92.385,880.0,0.22,Mid-South,AR,SHERIDAN,"BROADCAST INDUSTRY GROUP, LLC"
KBBI,night_2,13.095724671147764,KBBI_2_N_as3.kml,59.6705555555556,-151.443888888889,890.0,10.0,Alaska,AK,HOMER,KACHEMAK BAY BROADCASTING INC
WTSD,day_0.5,2.0935507953399792,WTSD_0.5_D_as1.kml,39.0412222222222,-77.4447222222222,1190.0,50.0,Mid-Atlantic,VA,LEESBURG,"POTOMAC RADIO GROUP, INC."
KREA,day_2,4.908534629968926,KREA_2_D_as3.kml,21.3241666666667,-157.879722222222,1540.0,5.0,Hawaii,HI,HONOLULU,"JMK Communications, Inc."
WTSB,day_0.5,1.3322314557153732,WTSB_0.5_D_as1.kml,35.616,-78.4088888888889,1090.0,9.0,Southeast,NC,SELMA,TRUTH BROADCASTING CORPORATION
KCHE,day_0.5,1.2940050107426941,KCHE_0.5_D_as1.kml,42.78913888888889,-95.5525,1440.0,0.029,Plains,IA,CHEROKEE,BETTER BROADCASTING INCORPORATED
WWMN,day_2,1.2735359938815236,WWMN_2_D_as1.kml,45.3347222222222,-84.9261666666667,1110.0,0.01,Great Lakes,MI,PETOSKEY,WEST CENTRAL MICHIGAN MEDIA MINISTRIES
KAKK,day_2,0.36095767084043473,KAKK_2_D_as1.kml,47.07883333333329,-94.5905555555556,1570.0,9.5,Upper Midwest,MN,WALKER,"De La Hunt Media, Inc."
KDRS,day_2,0.23427174950484186,KDRS_2_D_as1.kml,36.0503333333333,-90.4623333333333,1490.0,1.0,Mid-South,AR,PARAGOULD,"MOR MEDIA, INC."
KBUP,day_0.5,0.40995867329183966,KBUP_0.5_D_as1.kml,47.0575833333333,-122.902083333333,1240.0,1.0,Pacific Northwest,WA,OLYMPIA,"SACRED HEART RADIO, INC."
WTBC,night_2,0.07027894677594304,WTBC_2_N_as1.kml,33.2192777777778,-87.5086111111111,1230.0,1.0,Gulf Coast,AL,TUSCALOOSA,"Townsquare License, LLC"
WKTF,day_2,0.250649991852697,WKTF_2_D_as1.kml,32.1298888888889,-83.7954444444444,1550.0,0.023,Southeast,GA,VIENNA,HAMMETT FINANCIAL MANAGEMENT CORPORATION
WJMK,night_2,0.5944293267093599,WJMK_2_N_as1.kml,43.3419722222222,-83.8991388888889,1250.0,5.0,Great Lakes,MI,BRIDGEPORT,NORTHERN STATES BROADCASTING CORPORATION
KLLV,day_2,1.4161634669872,KLLV_2_D_as1.kml,37.1838888888889,-108.081666666667,550.0,1.8,Rockies,CO,BREEN,"DAYSTAR RADIO, LTD."
KOAN,day_2,1.8992482591420412,KOAN_2_D_as3.kml,61.12,-149.895277777778,1080.0,10.0,Alaska,AK,ANCHORAGE,Iglesia Pentecostal Vispera del Fin
WATT,day_2,0.11746752017643303,WATT_2_D_as1.kml,44.2241666666667,-85.4000555555556,1240.0,1.0,Great Lakes,MI,CADILLAC,"MACDONALD GARBER BROADCASTING, INC"
WOND,night_2,3.120162455015816,WOND_2_N_as3.kml,39.39,-74.5125,1400.0,1.0,Mid-Atlantic,NJ,PLEASANTVILLE,"LONGPORT MEDIA, LLC"
WBTM,day_0.5,0.9433867774205282,WBTM_0.5_D_as1.kml,36.6073611111111,-79.4333611111111,1330.0,5.0,Mid-Atlantic,VA,DANVILLE,PIEDMONT BROADCASTING CORP.
KXTL,day_2,0.14900186215527356,KXTL_2_D_as1.kml,46.00575,-112.632527777778,1370.0,1.0,Rockies,MT,BUTTE,"Townsquare License, LLC"
WKRS,day_2,0.48404188663698733,WKRS_2_D_as1.kml,42.3497222222222,-87.8813888888889,1220.0,0.09,Great Lakes,IL,WAUKEGAN,Alpha Media Licensee LLC
KILR,day_2,0.6587985118385404,KILR_2_D_as1.kml,43.4291111111111,-94.8233333333333,1070.0,0.048,Plains,IA,ESTHERVILLE,"Beaver Broadcasting, Inc."
WIOU,day_0.5,1.4675512068206444,WIOU_0.5_D_as1.kml,40.4169722222222,-86.1136111111111,1350.0,1.0,Great Lakes,IN,KOKOMO,"Hoosier AM/FM, LLC"
WAOK,night_2,0.30383194476598874,WAOK_2_N_as1.kml,33.7609444444445,-84.47825,1380.0,4.2,Southeast,GA,ATLANTA,"Audacy License, LLC"
WBUT,night_2,0.17721264471765608,WBUT_2_N_as1.kml,40.8975555555556,-79.8889444444445,1050.0,0.062,Great Lakes,PA,BUTLER,"St. Barnabas Broadcasting, Inc."
KBZZ,day_0.5,2.2560692880069837,KBZZ_0.5_D_as1.kml,39.5138055555556,-119.716027777778,1230.0,1.0,Southwest,NV,RENO,AMERICOM LIMITED PARTNERSHIP
KXOX,day_2,0.45294329850003123,KXOX_2_D_as3.kml,32.4877777777778,-100.391944444444,1240.0,1.0,Gulf Coast,TX,SWEETWATER,"Stein Broadcasting Co., Inc."
KBTA,day_0.5,0.8703001672402024,KBTA_0.5_D_as3.kml,35.74425,-91.6393055555556,1340.0,1.0,Mid-South,AR,BATESVILLE,"WRD ENTERTAINMENT, INC."
WYXE,day_0.5,0.8877234793035313,WYXE_0.5_D_as1.kml,36.4106111111111,-86.4544444444445,1130.0,2.3,Mid-South,TN,GALLATIN,"IGLESIA HISPANA DE NASHVILLE, INC."
WZHF,day_0.5,0.9373331213137135,WZHF_0.5_D_as1.kml,38.8692777777778,-76.8960833333333,1390.0,1.0,Mid-Atlantic,MD,CAPITOL HEIGHTS,"WAY BROADCASTING LICENSEE, LLC"
KEDO,night_2,0.3522369833663106,KEDO_2_N_as1.kml,46.1828888888889,-122.959277777778,1270.0,0.083,Pacific Northwest,WA,LONGVIEW,"BICOASTAL MEDIA LICENSES IV, LLC"
WEBS,day_2,0.42852023045998067,WEBS_2_D_as1.kml,34.4903611111111,-84.9177222222222,1030.0,0.003,Southeast,GA,CALHOUN,JAMES R. POWELL
KLIX,day_2,0.6937346139457077,KLIX_2_D_as1.kml,42.5516666666667,-114.3675,1310.0,2.5,Rockies,ID,TWIN FALLS,"Townsquare License, LLC"
KFBU,day_0.5,1.700627024518326,KFBU_0.5_D_as1.kml,41.1227777777778,-104.801944444444,1630.0,1.0,Rockies,WY,FOX FARM,"Hi-Line Radio Fellowship, Inc."
WELC,day_0.5,0.7009731640573591,WELC_0.5_D_as1.kml,37.4169444444444,-81.6161111111111,1150.0,5.0,Mid-Atlantic,WV,WELCH,"FIRST MEDIA SERVICES, LLC"
KHQN,day_0.5,1.1926922077545896,KHQN_0.5_D_as1.kml,40.075,-111.661666666667,1480.0,1.0,Rockies,UT,SPANISH FORK,SACE BROADCASTING CORPORATION
WIGM,night_2,0.1414516514632851,WIGM_2_N_as1.kml,45.1641666666667,-90.3411111111111,1490.0,1.0,Great Lakes,WI,MEDFORD,"WIGM, INC."
KMPC,day_0.5,34.125529665034264,KMPC_0.5_D_as1.kml,34.0786111111111,-118.185638888889,1540.0,50.0,California,CA,LOS ANGELES,P&Y BROADCASTING CORPORATION
KLIX,day_0.5,2.1215400664368644,KLIX_0.5_D_as1.kml,42.5516666666667,-114.3675,1310.0,2.5,Rockies,ID,TWIN FALLS,"Townsquare License, LLC"
KYLT,day_0.5,0.5465658779721707,KYLT_0.5_D_as3.kml,46.8822222222222,-113.985555555556,1340.0,1.0,Rockies,MT,MISSOULA,"Anderson Radio Broadcasting, Inc."
WGOK,day_2,0.1644948583561927,WGOK_2_D_as1.kml,30.7088055555556,-88.0647222222222,900.0,0.38,Gulf Coast,AL,MOBILE,CUMULUS LICENSING LLC
WBEX,day_0.5,0.3750312738120556,WBEX_0.5_D_as3.kml,39.3311111111111,-82.9969444444445,1490.0,1.0,Great Lakes,OH,CHILLICOTHE,"IHM LICENSES, LLC"
WYXI,day_0.5,0.3369855107739568,WYXI_0.5_D_as1.kml,35.4466666666667,-84.5719444444444,1390.0,0.062,Mid-South,TN,ATHENS,
WWDR,day_2,0.10487135272705927,WWDR_2_D_as1.kml,36.4401666666667,-77.1358055555556,1080.0,0.93,Southeast,NC,MURFREESBORO,"Byrne Acquisition Group, LLC"
KGED,night_2,0.5432446892373264,KGED_2_N_as1.kml,36.6602777777778,-119.683611111111,1680.0,10.0,California,CA,FRESNO,BENDITA EUCARISTIA RADIO INC.
WKTY,day_0.5,6.072811658727005,WKTY_0.5_D_as1.kml,43.7402777777778,-91.2058333333333,580.0,0.74,Great Lakes,WI,LA CROSSE,"FAMILY RADIO, INC."
WOSW,day_0.5,0.6751467607682571,WOSW_0.5_D_as1.kml,43.2947222222222,-76.4430555555556,1300.0,1.0,Northeast,NY,FULTON,"FOXFUR COMMUNICATIONS, LLC"
WOOD,night_2,0.7363489087438211,WOOD_2_N_as1.kml,42.7561388888889,-85.6566944444445,1300.0,20.0,Great Lakes,MI,GRAND RAPIDS,"IHM LICENSES, LLC"
WFFF,day_0.5,0.3857430474017747,WFFF_0.5_D_as1.kml,31.2622222222222,-89.8447222222222,1360.0,1.0,Gulf Coast,MS,COLUMBIA,"HADDOX ENTERPRISES, INC."
KEMR,day_2,1.1985786458244547,KEMR_2_D_as1.kml,35.0092222222222,-105.916972222222,1080.0,2.0,Southwest,NM,MORIARTY,
KREF,day_2,0.8320000639650971,KREF_2_D_as3.kml,35.2177777777778,-97.4102777777778,1400.0,1.0,Plains,OK,NORMAN,"METRO RADIO GROUP, LLC"
WRNA,night_2,0.13090560486307368,WRNA_2_N_as1.kml,35.5722222222222,-80.5891666666667,1140.0,1.0,Southeast,NC,CHINA GROVE,"SOUTH ROWAN BROADCASTING CO., INC."
WTXK,day_0.5,2.1231631285627373,WTXK_0.5_D_as1.kml,32.2926388888889,-86.2171944444444,1210.0,5.0,Gulf Coast,AL,PIKE ROAD,"FRONTDOOR BROADCASTING, L.L.C."
WWXL,night_2,0.04974152019713074,WWXL_2_N_as3.kml,37.151111111111106,-83.7625,1450.0,1.0,Mid-South,KY,MANCHESTER,CHOICE RADIO CORPORATION
WRVP,night_2,0.11587848514318466,WRVP_2_N_as1.kml,41.1936944444444,-73.7390277777778,1310.0,0.033,Northeast,NY,MOUNT KISCO,RADIO VISION CRISTIANA MANAGEMENT
WVVB,day_2,0.04097812110558152,WVVB_2_D_as1.kml,35.8802777777778,-84.5155555555556,1410.0,0.5,Mid-South,TN,KINGSTON,"3B TENNESSEE, INC."
KHSE,day_0.5,6.9712333619827405,KHSE_0.5_D_as1.kml,33.0337222222222,-96.2988611111111,700.0,0.92,Gulf Coast,TX,WYLIE,"TEXAS FM RADIO, LLC"
KFOY,day_0.5,2.96428080170881,KFOY_0.5_D_as1.kml,39.5735277777778,-119.847694444444,1060.0,5.0,Southwest,NV,SPARKS,LOTUS RADIO CORP.
KCUB,day_0.5,1.9148096619173884,KCUB_0.5_D_as1.kml,32.2770277777778,-110.981194444444,1290.0,1.0,Southwest,AZ,TUCSON,"RADIO LICENSE HOLDING CBC, LLC"
KWRO,day_2,7.095167837454937,KWRO_2_D_as1.kml,43.1713888888889,-124.198333333333,630.0,0.046,Pacific Northwest,OR,COQUILLE,"BICOASTAL MEDIA LICENSES III, LLC"
KDBM,day_0.5,0.46332324377726763,KDBM_0.5_D_as1.kml,45.23625,-112.646805555556,1490.0,1.0,Rockies,MT,DILLON,"DEAD-AIR BROADCASTING COMPANY, INC."
KEPN,night_2,1.0665983450599015,KEPN_2_N_as1.kml,39.6555555555556,-105.074444444444,1600.0,5.0,Rockies,CO,LAKEWOOD,Bonneville International Corporation
KLIB,night_2,1.0477494443766773,KLIB_2_N_as1.kml,38.7393333333333,-121.214944444444,1110.0,5.0,California,CA,ROSEVILLE,"WAY BROADCASTING LICENSEE, LLC"
WSHO,day_0.5,6.505050462088548,WSHO_0.5_D_as1.kml,29.8451944444444,-90.1109166666667,800.0,1.0,Gulf Coast,LA,NEW ORLEANS,Focal Point Media Group LLC
WGUY,night_2,0.08723360451404005,WGUY_2_N_as1.kml,44.8473055555556,-68.6786388888889,1230.0,0.64,Northeast,ME,VEAZIE,"PORT BROADCASTING, LLC"
KJMU,night_2,0.24579879513476044,KJMU_2_N_as1.kml,36.1359166666667,-96.0925,1340.0,1.0,Plains,OK,SAND SPRINGS,BIRACH BROADCASTING CORPORATION
WGBR,day_2,0.33319555316120386,WGBR_2_D_as1.kml,35.3740555555556,-78.0113888888889,1150.0,5.0,Southeast,NC,GOLDSBORO,"NEW AGE COMMUNICATIONS, LTD."
KREI,day_2,0.8649094654247165,KREI_2_D_as1.kml,37.7922777777778,-90.4101111111111,800.0,1.0,Mid-South,MO,FARMINGTON,Alpha Media Licensee LLC
WSBI,day_0.5,1.2692844530101866,WSBI_0.5_D_as1.kml,36.6228333333333,-85.0874444444444,1210.0,2.5,Mid-South,TN,STATIC,"IGLESIA HISPANA DE NASHVILLE, INC."
WAQE,day_0.5,1.7199674260336906,WAQE_0.5_D_as1.kml,45.5377777777778,-91.7638888888889,1090.0,5.0,Great Lakes,WI,RICE LAKE,"AMC Partners Rice Lake, LLC"
WHEO,night_2,0.13647291716188192,WHEO_2_N_as1.kml,36.6236111111111,-80.2638888888889,1270.0,5.0,Mid-Atlantic,VA,STUART,"PATRICK COMMUNITY MEDIA, INC."
WAQI,day_0.5,91.05446290120017,WAQI_0.5_D_as1.kml,25.9686111111111,-80.3788888888889,710.0,50.0,Southeast,FL,MIAMI,"Latino Media Network, LLC"
WDVA,night_2,0.2938320336397737,WDVA_2_N_as1.kml,36.581388888888895,-79.4425,1250.0,5.0,Mid-Atlantic,VA,DANVILLE,"MITCHELL COMMUNICATIONS, INC."
WOI,day_0.5,19.359322312753648,WOI_0.5_D_as1.kml,41.9927777777778,-93.6908333333333,640.0,5.0,Plains,IA,AMES,"Iowa Public Radio, Inc."
WBBR,night_2,4.3034988910658285,WBBR_2_N_as1.kml,40.8108333333333,-74.04,1130.0,50.0,Northeast,NY,NEW YORK,Bloomberg Communications Inc.
WOSO,day_0.5,18.185385836433852,WOSO_0.5_D_as1.kml,18.1547222222222,-67.1522222222222,1300.0,0.8,Unknown,PR,MAYAGUEZ,"NOTIRADIO BROADCASTING, LLC"
WCVC,night_2,0.11706206196686253,WCVC_2_N_as1.kml,30.5096388888889,-84.3351666666667,1330.0,0.026,Southeast,FL,TALLAHASSEE,LA PROMESA FOUNDATION
WJZ,night_2,0.3358938661403954,WJZ_2_N_as1.kml,39.3334444444444,-76.7699722222222,1300.0,5.0,Mid-Atlantic,MD,BALTIMORE,"Audacy License, LLC"
WBHV,day_2,0.15213843784295022,WBHV_2_D_as1.kml,40.8083333333333,-77.9422222222222,1390.0,1.0,Great Lakes,PA,STATE COLLEGE,"Southern Belle Media Family, LLC"
KLTI,day_2,0.413055207580328,KLTI_2_D_as1.kml,39.7094722222222,-92.4640833333333,1560.0,0.041,Mid-South,MO,MACON,"CHIRILLO ELECTRONICS, INC."
WLOY,day_2,0.22433359315618873,WLOY_2_D_as1.kml,36.9213888888889,-81.2427777777778,660.0,0.55,Mid-Atlantic,VA,RURAL RETREAT,"Blue Ridge Media Partners, Inc."
KBTC,night_2,0.331383467419073,KBTC_2_N_as1.kml,37.3292222222222,-91.89875,1250.0,0.05,Mid-South,MO,HOUSTON,"MEDIA PROFESSIONAL, LLC"
WVGM,night_2,0.07888297690078616,WVGM_2_N_as1.kml,37.4269444444444,-79.1238888888889,1320.0,0.024,Mid-Atlantic,VA,LYNCHBURG,"3 DAUGHTERS MEDIA, INC."
KHUB,night_2,0.4230193153489381,KHUB_2_N_as1.kml,41.4327777777778,-96.4544444444445,1340.0,0.5,Plains,NE,FREMONT,"WALNUT RADIO, LLC"
WULT,night_2,0.045695570297539234,WULT_2_N_as1.kml,37.5443055555556,-77.3460833333333,1540.0,1.0,Mid-Atlantic,VA,SANDSTON,"MOBILE RADIO PARTNERS, INC."
KZZZ,day_2,0.49209261301439255,KZZZ_2_D_as1.kml,35.1688888888889,-114.638583333333,1490.0,1.0,Southwest,AZ,BULLHEAD CITY,"CAMERON BROADCASTING, INC."
KAGO,day_0.5,1.9080242519266903,KAGO_0.5_D_as1.kml,42.2154166666667,-121.798611111111,1150.0,5.0,Pacific Northwest,OR,KLAMATH FALLS,"BASIN MEDIACTIVE, LLC"
KCRC,day_0.5,3.656136464094743,KCRC_0.5_D_as3.kml,36.4197222222222,-97.8744444444444,1390.0,1.0,Plains,OK,ENID,CHISHOLM TRAIL BROADCASTING CO.
WXAG,day_2,0.10592429176904261,WXAG_2_D_as1.kml,33.9873333333333,-83.3379444444445,1470.0,1.0,Southeast,GA,ATHENS,"MECCA COMMUNICATIONS, INC."
KTXV,night_2,2.988728978438303,KTXV_2_N_as1.kml,32.2870833333333,-95.97775,890.0,20.0,Gulf Coast,TX,MABANK,"Radio Punjab Dallas, LLC"
WRTG,night_2,0.16999605228193104,WRTG_2_N_as1.kml,35.7305555555556,-78.6033333333333,1000.0,1.0,Southeast,NC,GARNER,ESTUARDO VALDEMAR RODRIGUEZ
WBAP,day_2,11.336331246653572,WBAP_2_D_as3.kml,32.6105555555556,-97.1666666666667,820.0,50.0,Gulf Coast,TX,FORT WORTH,Cumulus Licensing Holding Company LLC
KHTC,day_0.5,1.1343771941028535,KHTC_0.5_D_as1.kml,47.4791388888889,-111.241916666667,1490.0,1.0,Rockies,MT,MALMSTROM AFB,"COMMUNITY COMMUNICATIONS, LLC"
WZBO,night_2,0.2509982517804019,WZBO_2_N_as1.kml,36.0796111111111,-76.5996666666667,1260.0,0.034,Southeast,NC,EDENTON,LAWRENCE LOESCH & MARGARET LOESCH
KSFX,day_0.5,1.2385094463825226,KSFX_0.5_D_as1.kml,33.3936111111111,-104.604444444444,1230.0,1.0,Southwest,NM,ROSWELL,"MAJESTIC BROADCASTING, LLC"
KCTY,night_2,0.6304891904583201,KCTY_2_N_as1.kml,42.2344444444444,-97.0556111111111,1590.0,2.5,Plains,NE,WAYNE,WAYNE RADIO WORKS LLC
KAPE,day_2,0.3554983383510262,KAPE_2_D_as1.kml,37.2795,-89.5598055555556,1550.0,5.0,Mid-South,MO,CAPE GIRARDEAU,"WITHERS BROADCASTING COMPANY OF MISSOURI, LLC"
WNWI,day_2,1.2346114496467635,WNWI_2_D_as1.kml,41.6428055555556,-87.6456111111111,1080.0,2.6,Great Lakes,IL,OAK LAWN,BIRACH BROADCASTING CORPORATION
WYZI,day_2,0.16570073732873425,WYZI_2_D_as1.kml,34.2805555555556,-83.1191666666667,810.0,0.23,Southeast,GA,ROYSTON,"Oconee Communications Company, LLC"
WENU,night_2,0.06789108412340283,WENU_2_N_as1.kml,43.32925,-73.6478888888889,1410.0,0.103,Northeast,NY,SOUTH GLENS FALLS,"6 Johnson Road Licenses, Inc."
WERT,day_0.5,0.863327456638217,WERT_0.5_D_as1.kml,40.8719444444444,-84.5541666666667,1220.0,0.25,Great Lakes,OH,VAN WERT,FIRST FAMILY BROADCASTING
WONG,day_2,0.2606055261567235,WONG_2_D_as1.kml,32.5430555555556,-90.06,1150.0,0.5,Gulf Coast,MS,CANTON,
KTMT,day_2,0.8616072015138343,KTMT_2_D_as1.kml,42.1640277777778,-122.648916666667,580.0,1.0,Pacific Northwest,OR,ASHLAND,"SMG-MEDFORD, LLC"
WWBG,day_2,0.23178193345665932,WWBG_2_D_as1.kml,36.1502777777778,-79.9133333333333,1470.0,5.0,Southeast,NC,GREENSBORO,"Twin City Broadcasting Company, LLC"
WLUX,day_0.5,0.20399761921726167,WLUX_0.5_D_as1.kml,38.34925,-81.7479166666667,1450.0,1.0,Mid-Atlantic,WV,DUNBAR,ST. PAUL RADIO CO.
WKDA,day_0.5,2.04411825153511,WKDA_0.5_D_as1.kml,36.2067222222222,-86.2672222222222,900.0,0.136,Mid-South,TN,LEBANON,"WILSON COUNTY BROADCASTING, INC."
KPYN,night_2,0.5695838032988831,KPYN_2_N_as1.kml,33.0829166666667,-94.1829722222222,900.0,0.033,Gulf Coast,TX,ATLANTA,"Cass County Radio, Inc."
WEKB,day_2,0.10758763074409217,WEKB_2_D_as1.kml,37.3069444444444,-82.3313888888889,1460.0,0.114,Mid-South,KY,ELKHORN CITY,MOUNTAIN TOP MEDIA LLC
WFXN,day_2,0.3891596116591245,WFXN_2_D_as3.kml,41.4816666666667,-90.5302777777778,1230.0,1.0,Great Lakes,IL,MOLINE,"IHM LICENSES, LLC"
WFTM,day_0.5,0.8580062831752002,WFTM_0.5_D_as3.kml,38.6361111111111,-83.7605555555556,1240.0,1.0,Mid-South,KY,MAYSVILLE,STANDARD TABACCO CO.
KDEX,night_2,0.19188605376984924,KDEX_2_N_as1.kml,36.7889444444444,-89.9078611111111,1590.0,0.62,Mid-South,MO,DEXTER,KDEX Inc
KGFL,day_0.5,2.311317657469772,KGFL_0.5_D_as1.kml,35.5583333333333,-92.4588888888889,1110.0,5.0,Mid-South,AR,CLINTON,KING-SULLIVAN RADIO
WSIP,night_2,0.07757802167907357,WSIP_2_N_as3.kml,37.8058333333333,-82.7669444444445,1490.0,1.0,Mid-South,KY,PAINTSVILLE,"S.I.P. BROADCASTING COMPANY, INC."
WBLL,day_0.5,1.2156271514249966,WBLL_0.5_D_as1.kml,40.3680555555556,-83.7338888888889,1390.0,0.081,Great Lakes,OH,BELLEFONTAINE,"V-TECK COMMUNICATIONS, INC."
KCWM,day_2,0.2744816633639857,KCWM_2_D_as1.kml,29.3616666666667,-99.1283333333333,1460.0,0.5,Gulf Coast,TX,HONDO,"HONDO COMMUNICATIONS, INC."
WCME,day_2,0.8193978510098532,WCME_2_D_as1.kml,43.9116666666667,-70.0244444444444,900.0,0.7,Northeast,ME,BRUNSWICK,
KHHO,day_2,1.0228437195764855,KHHO_2_D_as1.kml,47.2320555555556,-122.390666666667,850.0,1.0,Pacific Northwest,WA,TACOMA,"IHM LICENSES, LLC"
WKWL,night_2,0.05008838983485475,WKWL_2_N_as3.kml,31.0055555555556,-86.3313888888889,1230.0,1.0,Gulf Coast,AL,FLORALA,"FLORALA BROADCASTING CO., INC."
WLIP,day_0.5,1.1048149460693821,WLIP_0.5_D_as1.kml,42.5527777777778,-87.8938888888889,1050.0,0.25,Great Lakes,WI,KENOSHA,Alpha Media Licensee LLC
WWPR,day_0.5,7.227849160146434,WWPR_0.5_D_as1.kml,27.4769722222222,-82.5356388888889,1490.0,0.8,Southeast,FL,BRADENTON,"Happy Gospel Singers Evangelistic Crusade, Inc."
KGAK,night_2,0.6251940706279129,KGAK_2_N_as1.kml,35.5427777777778,-108.736388888889,1330.0,1.0,Southwest,NM,GALLUP,"KRJG, INC."
WNEZ,day_0.5,0.3061375920660794,WNEZ_0.5_D_as1.kml,41.7762222222222,-72.5570277777778,1230.0,1.0,Northeast,CT,MANCHESTER,"GOIS BROADCASTING OF CONNECTICUT, LLC"
KLYC,day_2,0.1637317705899477,KLYC_2_D_as1.kml,45.2342777777778,-123.133722222222,1260.0,0.85,Pacific Northwest,OR,MCMINNVILLE,
KYNO,day_2,3.415116654941812,KYNO_2_D_as1.kml,36.4888333333333,-119.326777777778,940.0,50.0,California,CA,FRESNO,
WKY,night_2,5.36277870554477,WKY_2_N_as1.kml,35.562,-97.5069722222222,930.0,5.0,Plains,OK,OKLAHOMA CITY,"RADIO LICENSE HOLDING CBC, LLC"
KKSM,day_0.5,11.111861526616849,KKSM_0.5_D_as3.kml,33.2022222222222,-117.338055555556,1320.0,0.5,California,CA,OCEANSIDE,PALOMAR COMMUNITY COLLEGE DISTRICT
